gene_name	BLCA:exp	BLCA:dna	BLCA:muation	BRCA:exp	BRCA:dna	BRCA:muation	CHOL:exp	CHOL:dna	CHOL:muation	COAD:exp	COAD:dna	COAD:muation	ESCA:exp	ESCA:dna	ESCA:muation	HNSC:exp	HNSC:dna	HNSC:muation	KIRC:exp	KIRC:dna	KIRC:muation	KIRP:exp	KIRP:dna	KIRP:muation	LIHC:exp	LIHC:dna	LIHC:muation	LUAD:exp	LUAD:dna	LUAD:muation	LUSC:exp	LUSC:dna	LUSC:muation	PAAD:exp	PAAD:dna	PAAD:muation	PRAD:exp	PRAD:dna	PRAD:muation	READ:exp	READ:dna	READ:muation	THCA:exp	THCA:dna	THCA:muation	UCEC:exp	UCEC:dna	UCEC:muation	label
MCM2	1.9759239836767288	0.0853473933263993	0.3077479558371535	1.44804257908345	0.0054901965024297	0.1044624338448878	1.3487015148405503	-0.3565701467881036	-0.394420157951759	1.4592464049576026	0.0596171058086014	-0.5088764063547974	2.078374838112752	-0.1521393962718381	0.2713607909758391	1.598199398111366	0.0697152771398614	0.4388265940314849	0.3971227747277965	-0.0247891107034993	1.3157775156273872	0.8788315477144143	-0.1603373448781139	-0.9049517931737532	2.18712754268012	0.0870254748246196	1.0701821004225898	1.7567122739287018	-0.2379359846398131	0.0207892190278366	2.265338484793483	-0.0902794279242964	0.3954131636147191	0.2048130246755507	0.0072756971477975	1.7140522467964658	0.4205255378126667	-0.2192450520440177	0.4954929443996549	0.893847781299843	0.1413736187760669	-0.1241499996554739	0.2462750619125524	-0.0220353174572223	-0.4401846017127709	1.0828363012415527	0.1699965954434865	0.8172980595355399	0
ESR1	-2.245244690297054	-1.0415736908613888	0.2778732888322573	0.8796686340185118	-1.5800090291034057	1.1814654022605566	-3.011218705059636	-2.459674814724384	-0.394420157951759	-1.2446126486559703	0.9498561629658212	0.8721554013826772	-1.2966881369826415	0.2924228278235201	0.7994892979151048	-0.2699153943410395	-0.1781080864377841	0.4077096833757674	-0.6744095080622666	1.0094136701064709	-0.936946727669201	-0.7223800856022783	1.0897707347774808	-0.9049517931737532	-3.483281740679548	0.4644095046784707	0.6806039881550786	0.1628169754393638	-0.4313806928295129	0.5404988099641086	-0.8414115347881186	-0.4713239226190659	0.6713608233159939	-1.1888434306839883	1.27669892979166	-0.1076566788015857	-0.1964659863286731	0.3291506402949037	1.0869092840566377	-1.331098756067434	0.2217339663118525	1.5995542978662805	-0.0431037166211845	-0.5381968593193107	-0.4401846017127709	0.0727934230817488	-1.1247338055293905	0.1496587658972009	1
EGLN3	-0.1448158051805478	0.0857598233922685	-1.6961536479896433	1.5563481047060612	-0.2572682952601696	-1.510251392118005	1.5615980709281538	-0.2992939586632475	-0.394420157951759	-0.804808208954496	-0.0005198588965733	-0.3998927837126442	-0.2882271301992939	0.2385813617011646	-0.9731109792937064	0.9957204986122404	0.8893847766561253	-0.1099314564763504	3.147209951377471	-0.1194567893250459	-0.936946727669201	0.7874850244815261	-0.4278420892864804	-0.9049517931737532	0.8039643444795201	1.257136945701491	-1.242268870937822	2.1600220153943384	1.5901251783976866	0.4096281861191892	1.898813281145354	0.5079260561733566	0.0993228751396368	2.4392311992649605	-0.1506481978088484	-0.9202226373989671	-1.3163934418665506	1.1891697807295167	-0.9493284295920216	-0.4625096194900923	0.1583278778166745	-1.2449082027143423	0.5408454908653679	-0.1179949425867279	-0.4401846017127709	1.3307089930394511	-0.1713796537674218	-0.5613572369099572	0
HSP90AA1	0.6141194033381301	0.328995243551708	2.583670584447604	0.5437260738700791	-0.2516889689711893	0.5173129370184638	0.0920349647397003	-0.4330791096201472	-0.394420157951759	0.5270814213003711	-0.2144781339358308	0.0645287884727183	0.5320481534662185	-0.0132258798371331	0.7909494604588253	0.4596594374011259	0.4797454262694728	0.4347793427738435	-0.5806101074889888	1.0805529366069715	2.248090792451851	0.2848608719145928	0.895476833311566	1.1149538414753684	0.4886943068843474	0.2994428347217239	1.3460415878815415	0.3632366818017593	0.3619778392435854	0.2855847690010844	0.4328327687787378	0.4280875433535723	-0.064025867969119	0.6222585558901366	-1.0840546789779089	0.8900927427535879	-0.1209932294819051	0.3678692516534866	1.0936575815087954	0.6660290284809877	-0.1933611722489876	0.3246335062956673	-0.0600214842686401	0.9909124969675228	1.708840726817793	0.377502029053936	0.5113546062393645	0.1039627789128696	1
FN1	0.4314505643601379	-0.0771583648041862	2.23374346829194	3.184682318865846	-0.231588514828471	2.2150812911207702	-0.9689133190840644	0.4740224035700898	-0.394420157951759	0.6272052508783685	-0.06822167312072	2.219945662607316	0.3975461386847258	1.2646725762097215	0.5067270310055066	3.187338636115317	-0.3816041791545878	2.276777260781888	1.4682859808307496	-0.2931744812238087	2.4343270088972733	0.8382934334686076	0.0748871036477932	1.903087457193868	-0.305322988697917	0.0528193007446595	2.796331524487451	0.0466236017214133	-0.4366126123854041	1.3485259923762538	-0.2136836666868458	0.0511502367355626	2.3003389629601685	1.0669717416170927	-0.5723140912455403	2.522008996302518	-0.950809119629646	0.4925715247439485	1.0779340267324544	-0.1689582990654722	-0.2582673898145098	2.149463220928498	4.873977536756242	-1.7699630644091535	-0.4401846017127709	-0.8860634459346333	-0.1239985462598338	1.6941386193960195	0
COPS5	0.2973862947382647	-1.1800811968342455	-0.4273079989836009	0.5307651996321074	-0.5720682357883863	-1.510251392118005	-0.0224461346029264	-0.4742021389068663	-0.394420157951759	0.3848127732424276	-0.9481475975859968	-0.4987912447004874	0.0712443407143304	-0.931674950111144	1.2229254667582314	0.0974893595071006	-1.0812177778194678	-0.4930669053490039	0.110727515848506	-0.287155989844992	0.36374927677177	0.0963259134614483	-0.9426168544838686	0.5249785770407032	0.591236951168221	-0.8015117408090789	-0.0841268163622452	0.2928784913666438	-1.265779705837322	-0.3169472867316817	0.3671648028977899	-0.9598953555276886	-0.0611900811273499	-0.2705140426218297	-0.9431412737874784	-0.9202226373989671	0.1186256676560426	-0.4993695981961986	-0.9493284295920216	0.242272254112377	-0.7852544630312017	0.4794492911055933	0.0745013894539205	0.1917127034571962	-0.4401846017127709	0.5567695410384182	-1.5400461111736867	-0.3446372322155469	0
CTNNB1	0.0543162263772779	0.2228005182078947	1.4420552191682017	-0.0053227553502417	-0.0722498764107096	-0.2147560610849995	-0.1811662180627445	-0.2371890832442942	-0.394420157951759	0.6650293575450297	-0.0734293057706789	1.694797240945413	0.4698900232027796	-0.3358401989887477	1.4279072721728	-0.131837044468827	0.1018698958987853	0.642494298443952	-0.0740859100728357	-0.4450487687870634	0.3478760363091032	-0.1318670925003807	-0.5732734554706049	1.0386403810016351	0.2590377717832074	0.1735406538129165	9.748645675069348	0.3161586986519559	-0.1785581741827948	1.6783192343106867	-0.0764439361646604	-0.0349608116055997	-0.4304429742578592	0.3425813548062553	-0.3362451802261873	2.0084271758247456	-0.0261988488499149	-0.1888248966800906	2.856078448777096	0.5545343550054512	0.3523596490917445	1.088206370154181	0.5520458355214956	0.1114007026964298	1.6969013518245852	-0.2806237458072796	0.0520181327765326	3.568708891749236	1
RNF2	0.5721631278637721	0.1601328986919943	0.3006737982480332	0.680486040622973	-0.1404846154971619	0.4803475943345999	0.3542277593715848	0.237825027083187	-0.394420157951759	0.1536966204254367	-0.1513369110080734	-0.7403776354517259	0.6094839445235204	0.1686758820309747	-0.9731109792937064	0.740317230117454	0.1337908989886434	-0.1105479917181294	0.1413513516109373	0.5182824011298908	-0.936946727669201	0.3364554625605894	0.3575353065913125	-0.9049517931737532	0.3427959898613075	0.1240940907989159	-0.0837088735592993	0.4716339288630733	0.340998339680628	-0.3260852248741837	0.5738690677831452	0.5252032610664953	-0.2570088582547326	0.2720416379609574	0.1024905700960627	-0.9202226373989671	0.3108751345202235	-0.1123836581230711	-0.9493284295920216	0.060505440711052	0.1701645607675992	0.9487894511094224	0.0568013230901633	-0.0123201294327651	-0.4401846017127709	0.3232355811533305	0.051953785666109	-0.2559431424957388	0
HSPA8	-0.0302598109304836	0.0323371432726837	1.2503025812882378	0.609458571223966	-0.3933127603535985	0.8994019083412477	-0.0061829312150732	0.0127769669157446	2.099023723403952	0.6696435254811878	0.0050433403965117	0.1790441303262729	-0.2506502100685464	-0.1210672844459411	0.2863200973206901	-0.1100410598277152	-0.0532456207675285	1.015759298737513	-0.3473906056961435	0.0065750430066634	2.2414216450295563	-0.2486630308329562	-0.6342885455608742	1.1129911579856908	0.2559682021169575	0.2435648090374061	0.3915944552222366	0.4128714971179655	-0.0598572610912123	0.8106447772774775	0.1440621000753355	0.0669006553344275	0.5047109551354361	-0.3057773389852523	-0.0401346586602479	1.0581650383997117	0.5290011953368051	-0.3834171496695195	2.867172389600328	0.4094099416528352	0.1426755204717801	0.9266856746153084	-0.4176196284705581	-0.5054459289133238	1.706459921664364	0.0298202410780254	-0.1120648974019533	0.0806088134356246	0
CDK2	0.8444212905622109	0.2085192435425379	-0.7989113176964807	0.693579142344819	0.4164378016219437	-0.1875682301127632	0.5436350973070632	-0.601004988282237	2.240870305346271	1.0163983279139028	-0.1009380489787358	-0.2117485147429775	1.071448396744842	-0.057485530120752	0.2946384519055682	0.7704987698903465	0.1969619559173564	-1.4269613878858811	0.354433772013516	0.50513148991738	1.3136383505128024	0.7925022495254085	0.7623605507235498	-0.9049517931737532	0.3007679106140872	-0.1528733070556319	-1.242268870937822	0.4038406018638347	0.6235143051767221	-1.470060888699416	0.7098663139334819	0.3992092987520573	-0.7812956200324572	0.2968967140381652	-0.7754835337203994	-0.9202226373989671	0.2346766484858428	0.0542395869021125	-0.9493284295920216	0.860513322900751	-0.0384372601342569	-0.0315840058798214	0.4070373839962997	-0.8614636948340734	-0.4401846017127709	0.6762516770691269	0.9002764989796024	-0.7696686226672999	0
YWHAZ	0.2456312883181494	0.1323027092366918	0.5929830083177787	0.8292333840442735	-0.1938591384215245	0.1563569700030336	0.8329928654884102	-0.286979647173221	-0.394420157951759	0.0241586723581839	0.0866755156136485	-1.0166010649346495	0.4737207782848776	-0.0867605188819528	0.2828272437653106	0.4268260510845322	0.0895278127345345	-0.1382226731040762	0.1879711831380107	0.0866451333278004	-0.936946727669201	0.3648921268953932	-0.532433184002894	-0.9049517931737532	0.6178018713634527	0.1852332066748062	-0.0898248018732694	0.7527392082878848	0.1078012210191672	-0.578429582694596	0.8492879479719083	0.1191756505853311	-0.7874341737922215	0.3800594883772953	-0.007124788720273	-0.9202226373989671	0.0748472915365167	-0.3613365655210374	-0.9493284295920216	0.237574464083991	0.3721154470857244	-1.2449082027143423	0.1946497703675772	0.0255599630173396	-0.4401846017127709	0.2950886990084754	0.0781038237139469	-1.2461334650162146	0
CUL1	0.0146156677190741	0.1009293457147521	2.026429264846282	0.1018975491499851	0.2795218693998575	0.8593739705555518	-0.2744249346292566	-0.8171822237119959	-0.394420157951759	0.3799161217452793	0.3662188940731883	0.8938873876340963	0.0477391743494055	-0.1117106245693507	0.686228980057297	0.050621765534858	-0.0940339175674374	1.3160862791344	0.2970313951368307	0.4189627609231742	1.6468111237194547	0.4033099274061146	0.7598216253661281	1.108609199066498	0.0798989724110814	0.1978987595771217	0.3809473634447382	0.1558818189613907	0.7155600746634369	0.9354293386944904	0.2731401771656789	0.2620671628809187	0.6085441985644247	-0.2703094864620396	-0.4405821260299963	0.926737545864723	-0.2674486913753792	1.0732031137841722	0.3210246585156267	0.3309899376375757	0.3751143792663952	0.3303962476929394	0.1189987244725614	0.456841440971058	2.5984497873929824	-0.0088922017529425	0.6283851306307308	0.1374596677649431	0
TRAF6	-0.154000874035985	0.3028924484581731	-0.8024924218535696	-0.1500793509874416	0.1701197486134159	0.9545259191205476	-0.2161981772599264	-0.6095164373227153	-0.394420157951759	-0.0485806517134314	-0.3434980853229629	-0.2643700247361476	-0.2444665135465062	-0.3486181932221369	0.2638961647493772	-0.1620598278137329	-0.2199930074411999	0.1444626751852699	0.035499359841284	-0.4494155014327922	0.3621664015757105	0.0736841378759999	-0.9112553497790852	-0.9049517931737532	-0.2853031532619172	0.0233098680563443	0.3934811087134022	-0.3498236839840568	-0.0882980184868034	0.000190068053446	-0.1542682018810556	-0.0476668812731546	0.6369858531682024	-0.5461455100345436	-0.8269518638296961	-0.9202226373989671	-0.0033237189972508	-0.156821276210934	0.7138849033120637	0.0708817015387326	0.0679841396661313	-1.2449082027143423	-0.7168699735280881	-0.8491670275063512	-0.4401846017127709	-0.2002655013261728	0.2058816924983217	0.0045665762974808	0
SIRT7	0.9178661909897464	-0.666132441658168	0.0996403212601441	0.5547235240053298	0.0063136823003599	-0.5746171281729584	0.5055213642264498	-0.6626940259255576	-0.394420157951759	0.0389440957227823	-1.0108969651568571	-0.3274405964821102	0.1003678962328104	-0.5016709210445669	0.291240545142591	-0.0518911117591589	-0.3361979631166267	-0.5048466281361246	0.3758012101969074	-0.1823019444201374	1.3176749569476702	0.7991756469477524	-0.3426542485358984	0.5251503363900918	0.8481709070596927	0.1168467097544829	-1.242268870937822	0.6470402093277854	-1.800284962331968	0.0244889767372602	0.4255390779837225	-0.4481953272924817	-0.2518461580487909	0.220290514862021	-2.067008030329425	-0.9202226373989671	0.2373161851128571	-0.7503374317329876	-0.9493284295920216	0.4041518455739765	-0.3901501423796367	-1.2449082027143423	0.4443848616473451	-0.109177293566968	-0.4401846017127709	0.7447341920860742	-0.3256883897992786	-0.3052979238514931	0
CUL7	0.3332913394923374	0.8787973384120071	1.4424300007607709	0.2698188135507917	1.390782917282645	1.9040882252034943	0.7341154904077114	0.387982754435679	-0.394420157951759	0.7229118880070639	0.2285710862987507	0.7008072862535975	0.1203637715260348	0.1006456094023351	0.2845749357818996	0.3124756602047695	1.109562037960133	0.5798746082296924	0.3186126802107786	0.1364006458211394	1.6486660627217036	0.3747511335016416	1.1856295367593293	-0.9049517931737532	1.1531855863668778	0.3475483414542283	-0.0902979721674859	0.6101255984479224	0.3983904231569491	0.7969912017830417	0.4425113543293755	0.3725316347450785	-0.4960787426535402	-0.1252460535178737	0.115152804288894	1.822564222908459	0.7410179309108201	-0.4209640209827794	0.7510037212535109	0.7079726690131504	0.1612408794519244	0.8143494951852943	0.6416822883021679	-1.233404090482484	-0.4401846017127709	0.0498575632365107	0.8329625360828613	0.8874896055501741	0
HSP90AB1	0.2308191365280988	0.0259747204728245	1.2319799623035632	0.515848672214327	-0.2924720006405567	0.9289761696064048	0.5876518358290475	-0.6864050441629038	-0.394420157951759	0.96885739998849	0.2124587879060377	-0.3105628325242216	0.2858121543760014	0.1374041264668261	0.8128306413115913	0.4196096534425952	0.266831409197463	1.2060902509531162	0.2519046847367395	-0.0696010934842344	1.6597016452808515	0.4356894413824244	-0.4305364493882249	-0.9049517931737532	0.9959117430946828	-0.3580223362889683	1.3415414689855898	0.6085058302536492	-0.3877432841276526	0.4069479881284061	0.5566649864576102	-0.0345126095486414	0.2365186713750724	0.1484600958193778	-0.0109586877799838	-0.9202226373989671	0.4524495927968344	-1.1938287193977135	0.4943734459056574	0.8692052858780689	0.435631210771825	0.3957767042487078	0.1329536571166703	-0.0031448618863802	-0.4401846017127709	-0.0504532109675301	-0.2258925592268795	1.120108580837003	1
MYC	-1.5309733429787598	0.0810295607472831	-0.4445750943477032	-1.191096620137033	0.0971120858132084	-0.1995949437168739	-0.0471008846839157	-0.7875215152477367	-0.394420157951759	1.7425670200301857	-0.3071919632033705	0.4101991956899227	0.6738729501746813	-0.2550888819484529	-0.9731109792937064	-0.1018421639055305	0.1783979004196451	0.8414022933060883	1.2513052704631595	-0.2385189456109883	-0.936946727669201	1.3214119796103934	-0.4844125006474384	-0.9049517931737532	-1.373820896556235	0.0895331379168452	-0.0957345660718316	-0.0555699856528042	-0.1520829065359571	-0.3524482680250015	0.4739610642431417	0.0008446386060649	-0.5173118640308716	-0.1983247129783191	-0.2363583387599299	-0.9202226373989671	1.67392308628613	-0.5007819308535982	0.4923110446660661	1.5081105236472334	-0.0842933523160451	-0.1088383095276156	-0.7097495483937144	0.0707707807388202	-0.4401846017127709	-1.1006286158458989	0.008236268921936	-0.0894969837114469	1
CHD4	0.3129120802764853	0.4161782051588383	2.6196569150333886	0.747521905946982	0.6159973957361375	3.353112609339908	0.3443560269927112	0.1170488484634063	-0.394420157951759	0.5030210173228888	0.2800426306766185	2.125897554235094	0.2708442284575501	0.3269767989382308	1.3813429086037672	0.4259929904173876	0.7562545316728778	1.617548775051264	0.1226435678882368	-0.2216753045920436	2.412280873974212	0.5252821459213657	0.3968392717098777	1.5190690216735152	0.4090743677076848	0.4675705358246043	1.7853308850853866	0.2962347165564831	0.1548365855816764	1.0105262648352036	0.3612940510241637	0.3294254440087437	0.8803753728174032	-0.3795180948343177	-0.0787112563612837	1.643856205269378	0.1358952442269205	0.0834386180131948	2.5591756909631203	0.6710360909205905	0.4540639605307389	1.1070629193695347	1.2363950821475005	-0.6586179215667092	1.686903513478317	0.543006548317426	0.7429748063631867	3.17785793044456	1
CHD3	-0.1843791965056633	-0.1463090594446716	1.4616972395747647	0.1508772887348448	0.052122188169144	1.8269775146787528	1.4928741457180676	-1.2614173295681188	-0.394420157951759	-0.2922425026232685	-0.053275341158281	2.1065233925475857	-0.2559484878958756	-0.0840818582068022	2.20994695846332	0.4117654874926471	0.2026424167479258	1.1664475758258244	-0.8789809785588549	0.2214275041268437	0.8887785729483171	-0.3159801856230148	0.8043724426967943	1.102324627933816	0.7465373959269488	-1.0345755934148546	0.7313532855817577	-0.2498863802847098	0.101252268932214	1.021109926697171	0.1004848423926367	-0.0032241178278315	1.2166260084983964	0.0527516608482819	-0.4320951840165385	1.280094965754965	0.2197986431093769	-0.5473283240072961	2.821442402844239	-0.4875743059635716	0.4123595175258731	0.2817795105835415	-0.5477630170325766	-1.1991735658780536	2.5710962648490185	-0.1749612493020539	-0.190218964059013	3.044641028978833	0
